country,year,iso_code,population,gdp,primary_energy_consumption,fossil_fuel_consumption,coal_consumption,oil_consumption,gas_consumption,low_carbon_consumption,nuclear_consumption,renewables_consumption,hydro_consumption,solar_consumption,wind_consumption,biofuel_consumption,other_renewable_consumption,calc_fossil_share_energy,calc_coal_share_energy,calc_oil_share_energy,calc_gas_share_energy,calc_low_carbon_share_energy,calc_nuclear_share_energy,calc_renewables_share_energy,calc_hydro_share_energy,calc_solar_share_energy,calc_wind_share_energy,calc_biofuel_share_energy,calc_other_renewable_share_energy
Italy,2017,ITA,60004024,2086237110272,1843.121,1541.387,111.904,713.695,715.788,301.734,0,301.734,96.335,64.876,47.216,15.61,77.696,83.62918115522528,6.071440778983039,38.72209149589202,38.835648880350234,16.370818844774703,0,16.370818844774703,5.226732265543064,3.51989912762103,2.561741741318123,0.8469330011431696,4.215458453351679
Italy,2018,ITA,59877432,2105551749120,1853.64,1525.036,102.567,730.328,692.141,328.604,0,328.604,129.177,59.936,46.873,15.979,76.64,82.27250167238515,5.533275069592801,39.399667680887326,37.339558921905,17.727498327614853,0,17.727498327614853,6.968828898815303,3.233421807902289,2.5287002870028696,0.8620336203362033,4.134567661466089
Italy,2019,ITA,59727936,2115725819904,1819.556,1494.493,77.534,709.052,707.906,325.063,0,325.063,122.194,62.443,53.252,9.359,77.814,82.13503733877936,4.261149423265896,38.968407677477366,38.9054252795737,17.86496266122065,0,17.86496266122065,6.715594353787408,3.431771267276192,2.9266480394118126,0.5143562495465926,4.276537792736249
Italy,2020,ITA,59500576,1925752029184,1651.962,1320.996,59.253,585.492,676.252,330.966,0,330.966,125.1,65.504,49.273,13.227,77.862,79.96527765166512,3.5868258470836496,35.44221961522117,40.93629272344037,20.034722348334892,0,20.034722348334892,7.5728134182263265,3.9652243816746395,2.9826957278678323,0.8006842772412441,4.713304543324846
Italy,2021,ITA,59240336,2060299927552,1768.617,1440.023,65.182,651.104,723.737,328.594,0,328.594,118.766,65.519,54.76,13.822,75.727,81.42085030280722,3.6854785405771855,36.814301796262285,40.92106996596776,18.57914969719278,0,18.57914969719278,6.7151904567240965,3.7045329768966377,3.096204548525769,0.7815145958678448,4.2817071191784315
Italy,2022,ITA,59037472,2136009342976,1718.251,1434.277,86.385,695.903,651.99,283.974,0,283.974,74.036,73.317,53.431,12.353,70.836,83.47307814748835,5.027495982833708,40.50066026442004,37.94498009894946,16.526921852511652,0,16.526921852511652,4.308800053077229,4.266955177095779,3.10961553346979,0.7189287246159031,4.122564165538097
Jamaica,2015,JAM,2794455,19444553728,35.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaica,2016,JAM,2802699,19735838720,37.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaica,2017,JAM,2808388,19869843456,33.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaica,2018,JAM,2811842,20232861696,34.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaica,2019,JAM,2813776,20429119488,43.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaica,2020,JAM,2820438,18402553856,34.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaica,2021,JAM,2827701,19249256448,34.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaica,2022,JAM,2827382,20019224576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan,2015,JPN,127250936,4707025158144,5363.93,4921.101,1397.981,2335.943,1187.176,442.829,11.692,431.138,230.963,93.016,14.065,3.772,89.322,91.74431806529913,26.062625724049344,43.549095532566604,22.132578165636012,8.255681934700863,0.2179745074973014,8.037726070250729,4.305854103241466,1.7341016754506489,0.26221445842880126,0.07032157392061417,1.665234259209199
Japan,2016,JPN,126993856,4742508969984,5295.605,4828.55,1395.385,2268.99,1164.174,467.055,45.414,421.642,212.626,115.985,14.297,4.614,74.12,91.18032783789577,26.349869372810097,42.846662468216564,21.983777113285452,8.819672162104236,0.8575790679251947,7.962111977762692,4.015140857371349,2.1902124497578654,0.2699785954579317,0.08712885496557995,1.3996512202099667
Japan,2017,JPN,126662464,4821960097792,5354.677,4829.954,1415.963,2244.126,1169.865,524.723,74.247,450.476,210.89,143.818,16.557,4.771,74.44,90.20066009583772,26.443481091389824,41.90964272915061,21.84753627529728,9.799339904162286,1.386582234558686,8.412757669603602,3.938426164640743,2.6858389404253518,0.30920632561030287,0.0890996786547536,1.3901865602724497
Japan,2018,JPN,126255872,4852985364480,5316.556,4710.478,1386.597,2166.799,1157.082,606.079,124.672,481.406,214.297,161.977,19.492,5.137,80.503,88.60017650524136,26.080737229138563,40.7556884569635,21.76375081913931,11.399842303927581,2.3449767104870145,9.054846784271623,4.030748477021591,3.046652757913206,0.36662832104091453,0.09662270086123423,1.5141945274346778
Japan,2019,JPN,125791680,4833468219392,5205.537,4556.221,1362.594,2112.394,1081.233,649.316,166.025,483.291,194.849,177.742,19.652,4.781,86.268,87.52643579327165,26.175858513732585,40.57975190647958,20.77082537305949,12.473564206728335,3.1893923720069615,9.284171834721374,3.7431104610340866,3.414479620450301,0.3775210895629019,0.0918445109505513,1.6572353630374732
Japan,2020,JPN,125244760,4626661244928,4825.249,4189.554,1270.752,1877.527,1041.275,635.695,108.366,527.329,205.723,199.39,22.074,5.148,94.994,86.82565397143236,26.335469941551203,38.910468661824495,21.579715368056657,13.174346028567646,2.245811563299635,10.92853446526801,4.263469097656929,4.132221984813633,0.45746861975413083,0.10668879471297751,1.968685968330339
Japan,2021,JPN,124612528,4725883797504,5037.481,4316.124,1369.467,1911.596,1035.061,721.357,153.727,567.63,208.356,220.276,24.953,5,109.044,85.68020405436765,27.18555166758942,37.94745826336616,20.547194123412076,14.319795945632352,3.051664115457706,11.268131830174646,4.1361148558178185,4.372741058477442,0.49534678145684324,0.09925595749145258,2.164653325739591
Japan,2022,JPN,123951696,4774494732288,5004.881,4294.471,1365.525,1926.723,1002.223,710.41,129.528,580.882,195.192,237.434,24.547,5.042,118.667,85.80565651810701,27.283865490508163,38.49687934638206,20.024911681216796,14.194343481892973,2.5880335616371295,11.606309920255844,3.9000327879923615,4.744048859503352,0.49046121176507496,0.10074165599541726,2.371025404999639
Jordan,2015,JOR,9494250,88475443200,109.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2016,JOR,9964659,90239647744,116.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2017,JOR,10215384,92472172544,120.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2018,JOR,10459864,94246715392,117.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2019,JOR,10698682,96062849024,120.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2020,JOR,10928723,94554669056,107.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2021,JOR,11148288,96661340160,102.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2022,JOR,11285875,99281829888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,2015,KAZ,17835908,421977096192,635.91,610.468,318.006,154.435,138.026,25.442,0,25.442,24.962,0.124,0.355,0,0.002,95.99911937223821,50.00802000283059,24.28566935572644,21.70527275872372,4.0008806277617905,0,4.0008806277617905,3.925398248179774,0.019499614725354216,0.05582550989919957,0,3.1450991492506803e-4
Kazakhstan,2016,KAZ,18078558,425774874624,711.327,679.239,371.23,157.863,150.145,32.088,0,32.088,31.109,0.237,0.736,0,0.006,95.48899451307206,52.18837468562278,22.192746795777467,21.107732449351708,4.511005486927953,0,4.511005486927953,4.373375395563504,0.033318009860443934,0.10346858758348831,0,8.434939205175679e-4
Kazakhstan,2017,KAZ,18314822,442384351232,764.926,733.935,407.12,159.559,167.256,30.991,0,30.991,29.834,0.247,0.904,0,0.007,95.9484969787927,53.223449065661256,20.859403393269414,21.86564451986205,4.05150302120728,0,4.05150302120728,3.900246559797941,0.03229070524469033,0.118181366563563,0,9.151212012665276e-4
Kazakhstan,2018,KAZ,18538100,460522127360,789.197,760.344,423.422,170.214,166.708,28.854,0,28.854,27.453,0.374,1.019,0,0.008,96.34400536241269,53.652256660884426,21.567998864668773,21.12374983685949,3.656121348661994,0,3.656121348661994,3.478599133042827,0.04738994192831448,0.12911858509345575,0,0.001013688597397101
Kazakhstan,2019,KAZ,18754260,481245626368,798.712,769.458,400.92,171.497,197.041,29.254,0,29.254,26.343,1.031,1.864,0,0.016,96.33735313855307,50.195815262572744,21.471694428029128,24.6698434479512,3.66264686144693,0,3.66264686144693,3.298185077975541,0.1290828233455864,0.23337573493324254,0,0.0020032251925600217
Kazakhstan,2020,KAZ,18979250,468733231104,735.937,704.596,379.287,148.747,176.562,31.341,0,31.341,25.369,3.25,2.702,0,0.021,95.74134742511927,51.5379713209147,20.211920313831214,23.99145579037336,4.25865257488073,0,4.25865257488073,3.4471700702641668,0.44161388814531677,0.36715099254419875,0,0.0028535051234005087
Kazakhstan,2021,KAZ,19196468,487951269888,822.205,789.268,389.989,183.113,216.167,32.937,0,32.937,24.096,4.263,4.57,0,0.008,95.99406474054524,47.43208810454813,22.27096648646019,26.291131773706073,4.005935259454758,0,4.005935259454758,2.9306559799563368,0.518483833107315,0.5558224530378677,0,9.729933532391556e-4
Kazakhstan,2022,KAZ,19397998,503634067456,819.283,784.636,391.729,180.09,212.817,34.646,0,34.646,23.989,4.621,6.027,0,0.009,95.77105835224214,47.81363704605124,21.98141545717414,25.976005849016765,4.228819589812067,0,4.228819589812067,2.9280480615367344,0.5640297674918191,0.7356432392714117,0,0.0010985215121026555
Kenya,2015,KEN,46851496,140175147008,89.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2016,KEN,47894668,146082119680,94.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2017,KEN,48948140,151656611840,94.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2018,KEN,49953300,160257048576,102.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2019,KEN,50951452,168452587520,99.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2020,KEN,51985780,168031453184,98.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2021,KEN,53005616,180662403072,103.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2022,KEN,54027484,190362157056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiribati,2015,KIR,116717,NA,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiribati,2016,KIR,118529,NA,0.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiribati,2017,KIR,120378,NA,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiribati,2018,KIR,122276,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiribati,2019,KIR,124252,NA,0.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiribati,2020,KIR,126473,NA,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiribati,2021,KIR,128883,NA,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiribati,2022,KIR,131237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,2015,KWT,3908745,219406041088,444.583,444.569,2.1,239.242,203.227,NA,0,NA,NA,0.014,0,NA,0,99.99685098170646,0.47235274403204797,53.81267389891201,45.71182433876239,NA,0,NA,NA,0.0031490182935469866,0,NA,0
Kuwait,2016,KWT,4048090,225825865728,442.969,442.838,2.589,228.75,211.499,NA,0,NA,NA,0.131,0,NA,0,99.97042682445047,0.5844652786086612,51.64018249584057,47.74577905000124,NA,0,NA,NA,0.029573175549530557,0,NA,0
Kuwait,2017,KWT,4124904,215180427264,445.476,445.334,1.959,233.1,210.275,NA,0,NA,NA,0.136,0.005,NA,0,99.96812398423259,0.43975433019960675,52.32605123508337,47.202318418949616,NA,0,NA,NA,0.03052914186173891,0.0011223949213874597,NA,0
Kuwait,2018,KWT,4317190,220424404992,459.946,459.8,2.732,245.545,211.522,NA,0,NA,NA,0.141,0.005,NA,0,99.96825714322985,0.5939827718906132,53.385614833045615,45.98844212146643,NA,0,NA,NA,0.030655772634178787,0.001087084135963787,NA,0
Kuwait,2019,KWT,4441105,219207647232,420.261,420.097,2.207,234.157,183.732,NA,0,NA,NA,0.154,0.01,NA,0,99.9609766311887,0.5251498473567616,55.71704250453885,43.718546331922305,NA,0,NA,NA,0.03664389510328105,0.0023794737080052634,NA,0
Kuwait,2020,KWT,4360451,199796817920,397.881,397.714,0.556,218.023,179.136,NA,0,NA,NA,0.154,0.013,NA,0,99.95802765148373,0.13974027410205567,54.796031979410934,45.02250672939899,NA,0,NA,NA,0.03870503994913052,0.0032673085671343946,NA,0
Kuwait,2021,KWT,4250111,202410131456,424.15,423.59,1.074,224.932,197.584,NA,0,NA,NA,0.468,0.092,NA,0,99.86797123659082,0.2532123069668749,53.0312389484852,46.58351998113875,NA,0,NA,NA,0.110338323706236,0.021690439702935282,NA,0
Kuwait,2022,KWT,4268886,218961231872,432.4,431.933,1.533,213.799,216.601,NA,0,NA,NA,0.376,0.091,NA,0,99.89199814986124,0.3545328399629972,49.444727104532845,50.09273820536541,NA,0,NA,NA,0.08695652173913043,0.02104532839962997,NA,0
Kyrgyzstan,2015,KGZ,5914985,26426865664,65.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyrgyzstan,2016,KGZ,6018303,27572738048,66.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyrgyzstan,2017,KGZ,6121266,28879683584,69.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyrgyzstan,2018,KGZ,6223503,29878638592,73.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyrgyzstan,2019,KGZ,6323643,31253354496,66.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyrgyzstan,2020,KGZ,6424880,28560252928,67.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyrgyzstan,2021,KGZ,6527742,29628979200,60.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyrgyzstan,2022,KGZ,6630621,31703001088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2015,LAO,6787420,38423805952,70.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2016,LAO,6891366,41128976384,120.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2017,LAO,6997925,43958738944,121.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2018,LAO,7105008,46694965248,126.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2019,LAO,7212058,49243303936,131.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2020,LAO,7319397,50856669184,143.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2021,LAO,7425055,52626362368,139.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2022,LAO,7529477,54953902080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,2015,LVA,1991951,43774189568,41.746,33.579,0.545,20.291,12.743,8.166,0,8.166,5.03,0.001,0.396,0.285,2.455,80.43644900110189,1.3055143007713315,48.60585445312125,30.525080247209313,19.561155559814114,0,19.561155559814114,12.049058592439994,0.002395439083984094,0.9485938772577014,0.6827001389354668,5.880802951180952
Latvia,2016,LVA,1973477,44811001856,44.499,34.605,0.476,20.933,13.196,9.895,0,9.895,6.77,0.001,0.348,0.148,2.627,77.76579248971885,1.0696869592575113,47.041506550709,29.65459897975235,22.236454751792174,0,22.236454751792174,15.213825029775949,0.002247241511045192,0.7820400458437268,0.3325917436346884,5.903503449515719
Latvia,2017,LVA,1954861,46295494656,48.978,33.823,0.48,21.379,11.964,15.155,0,15.155,11.658,0.001,0.399,0.126,2.971,69.05753603658785,0.9800318510351587,43.65021029850137,24.42729388705133,30.94246396341214,0,30.94246396341214,23.802523582016413,0.002041733022989914,0.8146514761729756,0.25725836089672915,6.065988811303034
Latvia,2018,LVA,1935632,48143396864,43.564,33.352,0.564,19.073,13.716,10.213,0,10.213,6.433,0.003,0.323,0.441,3.013,76.55862638876135,1.2946469562023688,43.78156275824075,31.484712147644846,23.443669084565236,0,23.443669084565236,14.766779910017444,0.0068864199797998345,0.7414378844917823,1.0123037370305759,6.9162611330456345
Latvia,2019,LVA,1916552,49380618240,44.837,35.491,0.477,21.895,13.119,9.346,0,9.346,5.555,0.008,0.406,0.416,2.961,79.15560809153153,1.0638535138390168,48.83243749581818,29.259317081874343,20.844391908468452,0,20.844391908468452,12.389321319445992,0.017842406940696297,0.9055021522403373,0.9278051609162076,6.603920868925217
Latvia,2020,LVA,1897057,48292864000,40.858,30.224,0.286,19.206,10.732,10.634,0,10.634,6.836,0.013,0.464,0.56,2.761,73.97327328797299,0.6999853149933917,47.00670615301777,26.26658181996182,26.02672671202702,0,26.02672671202702,16.73111752900289,0.03181751431788144,1.13564051103823,1.3706006167702778,6.7575505408977445
Latvia,2021,LVA,1873926,50255495168,42.625,31.839,0.224,20.027,11.588,10.786,0,10.786,7.085,0.018,0.37,0.562,2.751,74.69560117302052,0.5255131964809384,46.9841642228739,27.185923753665687,25.30439882697947,0,25.30439882697947,16.621700879765395,0.04222873900293255,0.8680351906158358,1.318475073313783,6.453958944281525
Latvia,2022,LVA,1850654,51248480256,38.475,27.929,0.164,19.661,8.104,10.545,0,10.545,7.169,0.108,0.496,0.215,2.558,72.5899935022742,0.42625081221572453,51.100714749837564,21.06302794022092,27.40740740740741,0,27.40740740740741,18.632878492527613,0.2807017543859649,1.2891487979207277,0.5588044184535412,6.648473034437946
Lebanon,2015,LBN,6398941,73219555328,101.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2016,LBN,6258628,74358857728,104.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2017,LBN,6109255,75030323200,111.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2018,LBN,5950842,73615990784,105.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2019,LBN,5781912,68525453312,106.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2020,LBN,5662924,50772561920,103.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2021,LBN,5592626,50772615168,105.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2022,LBN,5489744,48741707776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,2015,LSO,2118532,5279079936,4.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,2016,LSO,2143876,5418792960,4.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,2017,LSO,2170622,5197453312,4.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,2018,LSO,2198030,5068079104,4.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,2019,LSO,2225710,4996214272,4.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,2020,LSO,2254104,4623560704,4.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,2021,LSO,2281464,4709220352,4.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,2022,LSO,2305826,4761723392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,2015,LBR,4612330,3857900032,4.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,2016,LBR,4706106,3859976192,5.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,2017,LBR,4796632,3977674240,4.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,2018,LBR,4889396,4051631872,5.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,2019,LBR,4985290,3959325952,5.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,2020,LBR,5087591,3845664512,5.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,2021,LBR,5193422,4037436672,5.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,2022,LBR,5302690,4231560960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,2015,LBY,6192241,92601081856,180.21,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Libya,2016,LBY,6282202,91220393984,176.389,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Libya,2017,LBY,6378267,120859729920,199.04,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Libya,2018,LBY,6477791,130457190400,205.105,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Libya,2019,LBY,6569085,115851206656,212.982,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Libya,2020,LBY,6653946,81726078976,186.527,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
