country,year,iso_code,population,gdp,primary_energy_consumption,fossil_fuel_consumption,coal_consumption,oil_consumption,gas_consumption,low_carbon_consumption,nuclear_consumption,renewables_consumption,hydro_consumption,solar_consumption,wind_consumption,biofuel_consumption,other_renewable_consumption,calc_fossil_share_energy,calc_coal_share_energy,calc_oil_share_energy,calc_gas_share_energy,calc_low_carbon_share_energy,calc_nuclear_share_energy,calc_renewables_share_energy,calc_hydro_share_energy,calc_solar_share_energy,calc_wind_share_energy,calc_biofuel_share_energy,calc_other_renewable_share_energy
Ecuador,2022,ECU,18001002,175028879360,222.729,156.759,0.8,150.591,5.368,65.97,0,65.97,64.227,0.1,0.158,0.24,1.244,70.38104602454102,0.35918088798495035,67.61176137817706,2.410103758379017,29.61895397545896,0,29.61895397545896,28.836388615761756,0.044897610998118793,0.07093822537702768,0.10775426639548509,0.5585262808165977
Egypt,2015,EGY,97723792,1079611555840,976.108,934.044,9.319,464.537,460.188,42.064,0,42.064,36.849,0.113,5.102,NA,0,95.69064078974868,0.9547099296389335,47.590737910149286,47.14519294996046,4.3093592102513245,0,4.3093592102513245,3.7750945592086116,0.011576587836591854,0.5226880632061207,NA,0
Egypt,2016,EGY,99784032,1121578516480,1030.261,987.889,14.17,480.178,493.541,42.372,0,42.372,35.33,0.625,6.416,NA,0,95.88725575363914,1.3753796368104783,46.607413072998014,47.90446304383064,4.112744246360873,0,4.112744246360873,3.429228127629795,0.060664239450003446,0.6227548164979555,NA,0
Egypt,2017,EGY,101789384,1158060441600,1070.745,1029.495,13.952,456.216,559.328,41.25,0,41.25,34.033,1.604,5.614,NA,0,96.14754213188014,1.3030179921456557,42.60734348514353,52.23727404750898,3.8524578681198607,0,3.8524578681198607,3.178441178805411,0.14980224049610322,0.5243078417363611,NA,0
Egypt,2018,EGY,103740768,1220661739520,1071.346,1027.787,25.389,406.445,595.953,43.559,0,43.559,34.192,1.463,7.904,NA,0,95.93417999413822,2.3698226343310194,37.93779040571393,55.626566954093256,4.065820005861784,0,4.065820005861784,3.1914992915454015,0.13655719067416128,0.737763523642222,NA,0
Egypt,2019,EGY,105618672,1289253421056,1051.106,996.942,22.941,383.614,590.387,54.164,0,54.164,37.113,3.925,13.126,NA,0,94.84695168708008,2.1825581815725528,36.49622397741046,56.16816952809707,5.153048312919915,0,5.153048312919915,3.5308522641864855,0.37341619208719196,1.2487798566462374,NA,0
Egypt,2020,EGY,107465128,1307778088960,989.069,924.493,8.733,332.68,583.079,64.576,0,64.576,39.141,11.694,13.742,NA,0,93.47103184914299,0.8829515433200313,33.635671525444636,58.95230767519758,6.528968150857017,0,6.528968150857017,3.9573578789750763,1.1823239834632369,1.3893873935994356,NA,0
Egypt,2021,EGY,109262184,1400985616384,1058.743,994.929,14.114,359.567,621.248,63.814,0,63.814,36.45,13.011,14.353,NA,0,93.97266380981975,1.3330902778105735,33.961688530644366,58.677885001364835,6.027336190180242,0,6.027336190180242,3.442761841164476,1.2289101321094922,1.3556642169062747,NA,0
Egypt,2022,EGY,110990096,1460427423744,1106.44,1043.381,12.244,425.229,605.909,63.059,0,63.059,34.641,14.044,14.374,NA,0,94.30073027005531,1.1066121976790426,38.43217888001156,54.762029572322035,5.699269729944687,0,5.699269729944687,3.1308521022378075,1.2692961208922309,1.2991215068146487,NA,0
El Salvador,2015,SLV,6231072,50319724544,38.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
El Salvador,2016,SLV,6250513,51794878464,38.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
El Salvador,2017,SLV,6266661,53295513600,38.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
El Salvador,2018,SLV,6276340,55053058048,41.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
El Salvador,2019,SLV,6280222,56393641984,45.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
El Salvador,2020,SLV,6292734,51960807424,42.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
El Salvador,2021,SLV,6314165,57771999232,44.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
El Salvador,2022,SLV,6336393,59270934528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2015,GNQ,1346974,28026101760,27.944,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2016,GNQ,1398940,25203836928,27.599,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2017,GNQ,1450703,23511758848,30.995,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2018,GNQ,1502102,21813516288,28.107,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2019,GNQ,1553037,20617750528,27.403,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2020,GNQ,1596057,19743252480,18.08,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2021,GNQ,1634473,19556603904,20.266,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Equatorial Guinea,2022,GNQ,1674916,20191379456,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2015,ERI,3340005,NA,2.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2016,ERI,3365288,NA,2.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2017,ERI,3396933,NA,2.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2018,ERI,3445380,NA,3.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2019,ERI,3498819,NA,3.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2020,ERI,3555869,NA,3.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2021,ERI,3620324,NA,3.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,2022,ERI,3684041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,2015,EST,1314658,32106016768,68.626,63.892,41.969,17.381,4.541,4.735,0,4.735,0.073,0.016,1.925,0.03,2.691,93.10173986535715,61.15612158657069,25.327135488007457,6.617025617113049,6.899717308308804,0,6.899717308308804,0.10637367761489813,0.02331477865532014,2.805059306968204,0.04371520997872526,3.9212543350916556
Estonia,2016,EST,1315928,33119084544,70.763,66,44.064,16.955,4.981,4.763,0,4.763,0.094,0.026,1.59,0.022,3.031,93.2690812995492,62.26983027853539,23.960261718694795,7.038989302319008,6.7309187004507995,0,6.7309187004507995,0.1328377824569337,0.03674236536042847,2.246936958580049,0.031089693766516394,4.283311900286873
Estonia,2017,EST,1317550,35037376512,78.484,72.885,50.301,17.695,4.889,5.599,0,5.599,0.069,0.039,1.924,0.029,3.539,92.86606187248357,64.09077009326742,22.545996636257073,6.229295142959075,7.133938127516437,0,7.133938127516437,0.08791600835839153,0.04969165689822129,2.451455073645584,0.03695020641149789,4.509199327251415
Estonia,2018,EST,1322146,36363239424,77.879,71.624,49.145,17.475,5.004,6.255,0,6.255,0.04,0.081,1.683,0.199,4.252,91.96830981394213,63.10430282874716,22.438654836348697,6.425352148846287,8.031690186057858,0,8.031690186057858,0.05136172780852348,0.10400749881226004,2.1610446975436255,0.2555245958474043,5.459751666046045
Estonia,2019,EST,1327039,37723176960,62.761,56.054,35.805,15.589,4.661,6.707,0,6.707,0.05,0.194,1.811,0.301,4.351,89.31342712831217,57.04976020139896,24.8386736986345,7.426586574465032,10.686572871687831,0,10.686572871687831,0.07966730931629515,0.3091091601472252,2.88554994343621,0.4795972020840968,6.932649256704004
Estonia,2020,EST,1329449,37515272192,58.733,49.463,29.108,16.054,4.3,9.271,0,9.271,0.079,0.643,2.217,0.422,5.91,84.21670951594504,49.55987264399912,27.333866821037578,7.321267430575657,15.784993104387654,0,15.784993104387654,0.13450700628266904,1.0947848739209645,3.7747092775781934,0.7185057803960295,10.062486166209798
Estonia,2021,EST,1328704,40521482240,61.401,52.411,31.76,15.788,4.863,8.99,0,8.99,0.055,0.926,1.913,0.482,5.613,85.35854464910994,51.72554192928453,25.71293627139623,7.920066448429179,14.64145535089005,0,14.64145535089005,0.08957508835360987,1.508118760280777,3.115584436735558,0.7850035015716356,9.141544925978405
Estonia,2022,EST,1326064,39999856640,63.392,54.665,34.259,16.369,4.037,8.727,0,8.727,0.06,1.554,1.742,0.277,5.095,86.2332786471479,54.04309692074709,25.821870267541648,6.368311458859162,13.766721352852096,0,13.766721352852096,0.09464916708732962,2.4514134275618376,2.7479808177688034,0.4369636547198385,8.037291771832408
Eswatini,2015,SWZ,1133941,8445665792,5.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,2016,SWZ,1142529,8545156096,6.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,2017,SWZ,1151397,8725282816,6.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,2018,SWZ,1160430,8936239104,6.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,2019,SWZ,1169620,9177836544,6.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,2020,SWZ,1180663,9034694656,6.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,2021,SWZ,1192273,9746927616,7.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,2022,SWZ,1201680,9594910720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2015,ETH,102471896,157107159040,73.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2016,ETH,105293232,173708918784,84.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2017,ETH,108197944,190761664512,86.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2018,ETH,111129440,206205566976,91.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2019,ETH,114120592,221885284352,105.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2020,ETH,117190920,237860192256,100.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2021,ETH,120283024,251849818112,104.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2022,ETH,123379928,269977223168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Falkland Islands,2015,FLK,3431,NA,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Falkland Islands,2016,FLK,3527,NA,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Falkland Islands,2017,FLK,3619,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Falkland Islands,2018,FLK,3674,NA,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Falkland Islands,2019,FLK,3729,NA,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Falkland Islands,2020,FLK,3764,NA,0.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Falkland Islands,2021,FLK,3786,NA,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Falkland Islands,2022,FLK,3801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faroe Islands,2015,FRO,48848,NA,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faroe Islands,2016,FRO,49523,NA,3.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faroe Islands,2017,FRO,50259,NA,3.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faroe Islands,2018,FRO,50978,NA,3.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faroe Islands,2019,FRO,51708,NA,3.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faroe Islands,2020,FRO,52440,NA,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faroe Islands,2021,FRO,52915,NA,3.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faroe Islands,2022,FRO,53117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,2015,FJI,917209,NA,7.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,2016,FJI,918371,NA,7.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,2017,FJI,919022,NA,8.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,2018,FJI,919002,NA,8.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,2019,FJI,918472,NA,8.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,2020,FJI,920430,NA,8.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,2021,FJI,924615,NA,8.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,2022,FJI,929769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Finland,2015,FIN,5479457,202706714624,328.893,175.874,44.405,108.59,22.879,153.02,60.069,92.951,45.158,0.03,6.268,5.042,36.453,53.47453427102432,13.50135150337648,33.01681701951699,6.956365748130852,46.52576977922912,18.263994673039562,28.261775106189553,13.730301344206172,0.009121507602776587,1.905786988473455,1.5330213777733184,11.083543888133834
Finland,2016,FIN,5495217,208405725184,334.083,185.297,50.921,114.299,20.077,148.787,59.606,89.181,42.295,0.059,8.213,1.831,36.783,55.46436065289164,15.242020695455919,34.212755512851594,6.009584444584131,44.535938673922345,17.84167407500531,26.694264598917034,12.660027597932249,0.017660282025724144,2.4583711233436,0.5480673964254391,11.01013819919002
Finland,2017,FIN,5508146,215058874368,327.216,175.713,46.646,110.743,18.324,151.503,57.401,94.102,39.311,0.129,12.761,4.036,37.864,53.69939122781282,14.25541538311085,33.84400518312063,5.599970661581341,46.300608772187175,17.542235098528188,28.758373673658987,12.01377683242873,0.03942350007334605,3.899870421984255,1.2334360177986403,11.571561292846315
Finland,2018,FIN,5515465,217509953536,333.841,180.042,48.881,110.148,21.013,153.799,57.868,95.931,35.191,0.239,15.448,3.842,41.212,53.930463903475015,14.64200023364416,32.99414990968754,6.294313760143303,46.06953609652499,17.334000317516423,28.73553577900857,10.541245682825059,0.07159096695732399,4.627352542078414,1.1508472596235932,12.344798871318982
Finland,2019,FIN,5521539,220173893632,326.982,170.712,41.047,109.326,20.338,156.27,60.378,95.892,32.74,0.388,15.881,4.452,42.431,52.208378442850055,12.553290395189947,33.434867974383906,6.219914246044125,47.79162155714993,18.46523661852946,29.32638493862047,10.012783578300946,0.1186609660470607,4.856842272663327,1.3615428372203973,12.976555284388741
Finland,2020,FIN,5529468,214988898304,313.95,150.225,31.429,98.078,20.718,163.725,58.697,105.028,41.714,0.574,21.682,4.124,36.933,47.849976110845674,10.010829749960184,31.240006370441154,6.599139990444339,52.150023889154326,18.69628921802835,33.45373467112598,13.286829112916068,0.18283166109253063,6.906195254021341,1.3135849657588787,11.763975155279503
Finland,2021,FIN,5535982,221538484224,320.64,146.418,33.982,91.721,20.715,174.222,59.253,114.969,41.32,0.779,22.259,7.263,43.347,45.66429640718563,10.598178642714572,28.605601297405194,6.460516467065869,54.335703592814376,18.479603293413174,35.85610029940119,12.886726546906187,0.24295159680638723,6.942053393213573,2.2651571856287425,13.518899700598801
Finland,2022,FIN,5540745,226154840064,320.73,142.9,33.263,98.393,11.243,177.83,63.386,114.445,35.175,1.023,31.343,6.17,40.734,44.554609796401955,10.37102859102672,30.67782870327066,3.5054407133726184,55.445390203598045,19.763040563714025,35.682661428615965,10.967168646525113,0.31895987279019733,9.772394225672684,1.9237364761637514,12.700402207464222
France,2015,FRA,63809768,2464953663488,2822.273,1412.453,102.28,902.656,407.518,1409.82,1130.386,279.434,146.92,19.559,57.495,32.748,22.711,50.0466467985202,3.624029284197525,31.9832985682108,14.439354378545236,49.95335320147979,40.05232661758802,9.901026583891777,5.205733109447596,0.6930229641143858,2.037187756110057,1.1603413277170562,0.8047059940693192
France,2016,FRA,63989320,2491956330496,2765.453,1432.812,99.514,887.998,445.299,1332.641,1035.759,296.882,160.417,21.858,57.042,32.946,24.619,51.811113766894614,3.5984701240628567,32.11039927274121,16.102208209649557,48.18888623310539,37.45350219294995,10.735384040155447,5.80074946129983,0.7903949190241165,2.0626638745984835,1.1913418886526004,0.8902338965804156
France,2017,FRA,64144092,2549057585152,2754.919,1458.23,109.046,901.527,447.657,1296.689,1017.315,279.374,130.309,24.225,65.318,33.204,26.319,52.93186478440928,3.9582288989258854,32.72426521433117,16.24937067115222,47.068135215590736,36.9272200017496,10.140915213841135,4.730048324469794,0.8793361982693503,2.3709590009724426,1.2052622962780395,0.9553456925593821
France,2018,FRA,64277812,2596599234560,2788.956,1408.24,100.205,879.651,428.384,1380.716,1048.389,332.328,169.104,27.325,75.485,32.826,27.588,50.4934462931649,3.5929215089804214,31.540511933497694,15.36001285068678,49.50655370683509,37.59073287638815,11.91585668615783,6.063344133073452,0.9797572998641785,2.7065683359651422,1.1769995654287841,0.9891873518262748
France,2019,FRA,64399760,2644453883904,2729.562,1388.441,79.423,872.398,436.62,1341.122,1009.287,331.834,147.688,30.704,91.245,34.182,28.017,50.86680573659803,2.909734235749179,31.961098520568505,15.995972980280355,49.13323089931645,36.97615221782836,12.157042045573613,5.410684937729935,1.1248691181955202,3.3428440167323554,1.2522888287571414,1.02642841598762
France,2020,FRA,64480052,2438594035712,2441.166,1190.199,55.982,728.389,405.828,1250.967,891.721,359.246,162.052,33.396,104.869,30.8,28.128,48.75534887836386,2.293248390318397,29.837749665528683,16.624350822516778,51.24465112163614,36.52848679688312,14.716164324753006,6.638303171517217,1.368034783378107,4.295856979820298,1.2616921585832344,1.1522362674230264
France,2021,FRA,64531448,2604822691840,2593.625,1287.57,75.042,782.114,430.414,1306.055,952.558,353.496,153.476,38.938,96.762,34.84,29.48,49.643645476890455,2.8933249795170854,30.155246035953542,16.595074461419827,50.356354523109545,36.72689768181599,13.629418285218565,5.917432165405562,1.5012964480215913,3.730762928333896,1.3432936527061548,1.1366330907513615
France,2022,FRA,64626624,2671568748544,2298.56,1225.805,64.419,777.668,383.718,1072.755,737.357,335.398,115.418,49.911,98.816,40.186,31.067,53.329258318251426,2.80258074620632,33.83283447027704,16.693843101768064,46.67074168174858,32.07908429625505,14.591657385493528,5.0213176945565925,2.1714029653348184,4.29903939857998,1.7483119866351107,1.3515853403870248
French Guiana,2015,GUF,257033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Guiana,2016,GUF,262825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Guiana,2017,GUF,269363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Guiana,2018,GUF,276659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Guiana,2019,GUF,284088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Guiana,2020,GUF,290978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Guiana,2021,GUF,297462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Polynesia,2015,PYF,291796,NA,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Polynesia,2016,PYF,293552,NA,4.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Polynesia,2017,PYF,295456,NA,4.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Polynesia,2018,PYF,297615,NA,4.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Polynesia,2019,PYF,299730,NA,4.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Polynesia,2020,PYF,301935,NA,4.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Polynesia,2021,PYF,304038,NA,4.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Polynesia,2022,PYF,306292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,2015,GAB,2028524,32729962496,20.505,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Gabon,2016,GAB,2086210,33414338560,20.321,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Gabon,2017,GAB,2140225,33572390912,21.514,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Gabon,2018,GAB,2192013,33855404032,19.279,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Gabon,2019,GAB,2242788,35180838912,16.659,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Gabon,2020,GAB,2292583,34525073408,19.182,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
